gene,I.1,I.2,S7,A,T1
YGL026C,6063,4007,1788,5527,8123
YER047C,179,91,60,152,218
YEL050C,247,145,63,194,319
YGL036W,221,162,80,168,133
YIL093C,230,141,34,142,307
YDL087C,88,56,14,40,115
YPL135W,1028,499,212,685,1687
YOR326W,2350,1538,602,1729,2460
YNL195C,15,10,3,22,19
YBR143C,4012,2753,1143,3619,4501
YDR374W-A,65,39,18,52,150
YNR068C,0,0,0,0,0
YJR064W,3492,2393,788,2379,4997
YPL074W,171,101,54,149,199
YLR426W,103,54,28,65,121
YGR035W-A,0,0,0,0,0
YOR276W,2114,1210,602,1837,2706
YCL058C,4,0,1,7,0
YGR261C,659,510,261,599,814
YBL102W,523,294,112,268,709
YGR049W,108,44,56,106,137
YLR335W,1644,1061,434,1411,1745
YHR156C,62,33,15,53,82
YIR012W,1489,993,355,812,1687
YDR129C,3943,2557,1009,3133,5681
YLL026W,5074,1937,983,3303,5654
YLR056W,7759,5173,2265,5191,9874
YMR283C,132,84,19,89,122
YER083C,478,330,238,513,577
YGR099W,133,88,40,83,150
YLR110C,23797,12166,19626,35398,16857
YBR137W,359,179,60,243,508
YJR062C,173,124,39,148,150
YNL094W,133,66,46,101,130
YNL281W,1330,724,255,902,1458
YHR022C,3,1,1,0,1
YCL001W-A,0,0,0,1,1
YHR001W-A,73,29,44,72,73
YDL098C,110,52,23,68,67
YGR010W,217,132,59,206,301
YMR150C,124,57,38,105,153
YOR153W,23776,10039,3140,8045,10524
YBR057C,201,126,73,188,182
YPL032C,948,620,463,1094,796
YLR034C,1593,1103,539,1011,1118
YGR157W,1938,1249,471,1131,1746
YCL047C,170,105,48,165,133
YNL213C,47,19,14,45,35
YBR284W,28,11,2,8,18
YMR018W,1,0,1,1,0
YGR125W,394,265,118,272,363
YGR238C,97,78,24,84,114
YML100W-A,0,0,0,0,0
YKL130C,356,201,90,321,317
YDR536W,0,1,0,0,1
YNR058W,2,1,0,2,7
YML103C,1374,1026,534,1172,1172
YIL051C,6316,2975,2942,6232,3951
YOR305W,68,22,25,61,46
YOR104W,81,42,20,50,131
YPL129W,788,539,192,615,923
YLR059C,380,249,104,232,336
YER079W,138,67,42,139,69
YKR063C,118,81,14,93,221
YMR230W-A,0,0,0,0,0
YPR003C,122,72,33,57,50
YLL009C,276,118,16,97,274
YDR107C,323,221,103,278,396
YGL064C,146,90,32,128,136
YDR461C-A,116,47,50,89,146
YJR059W,489,280,147,402,530
YOR095C,1099,861,326,1072,1553
YML117W,554,376,193,554,638
YMR116C,34615,22257,9670,21233,48950
YKL096W,772,269,146,313,641
YKL091C,146,70,55,137,237
YCL054W,1424,1064,250,958,1975
YDR110W,242,143,85,204,319
YDR412W,456,326,98,344,537
YMR020W,129,74,38,95,208
YPR082C,135,65,25,81,193
YJL193W,169,97,50,124,98
YOR047C,182,92,49,115,196
YAL063C-A,0,0,0,0,0
YDR123C,89,54,46,98,102
YOR150W,313,160,40,152,223
YNR003C,516,348,101,390,402
YDL225W,921,548,262,740,817
YBR196C-B,0,0,0,0,0
YBR149W,1623,1056,612,1539,2540
YNL112W,3422,2804,863,2698,6271
YGR030C,157,93,32,138,107
YNL261W,182,119,71,167,173
YPR153W,30,20,7,22,26
YDR226W,7987,4695,2044,6283,13514
YBR172C,538,347,191,643,539
YDR389W,323,198,118,281,302
YHR050W-A,2,0,13,23,4
YML003W,44,21,10,33,29
YIL144W,209,161,65,259,182
YJL080C,9828,6446,3274,9598,12595
YOR089C,578,350,211,448,594
YJR022W,80,38,20,80,147
YPR034W,498,346,136,279,737
YDR477W,794,563,289,666,1011
YIL126W,1161,775,238,850,1396
YPL194W,96,65,22,69,97
YKL061W,62,24,10,54,116
YOR219C,348,209,120,260,354
YBR164C,818,514,251,611,865
YMR060C,186,109,41,93,119
YBR217W,36,15,9,26,27
YIL076W,1379,876,745,1471,1487
YIR014W,44,20,12,30,58
YPL068C,129,71,42,83,47
YOR178C,0,1,0,1,2
YGR117C,399,246,76,191,253
YKR080W,577,297,173,515,748
YDR014W,100,46,24,83,75
YGR275W,366,170,60,232,490
YNL210W,0,1,0,0,1
YGR212W,69,33,12,39,43
YGL233W,434,348,115,344,647
YJR115W,6,8,2,9,5
YLR457C,39,20,6,27,53
YBR030W,200,144,50,112,276
YPL225W,1664,1075,446,1634,2590
YJR036C,32,19,3,14,16
YDR138W,403,270,90,234,251
YMR195W,203,97,24,72,163
YPR134W,62,63,20,53,56
YDR054C,819,398,138,469,736
YFL008W,579,379,162,516,659
YGR004W,235,148,73,164,207
YMR301C,320,258,104,287,610
YIL046W-A,0,1,0,0,0
YPR116W,55,34,20,50,67
YNL253W,215,146,71,196,240
YOL103W,315,208,65,219,294
YLR386W,460,288,136,332,468
YNL143C,10,7,1,11,9
YBR037C,245,141,52,115,168
YFR045W,79,47,31,67,48
YPR145W,4977,3422,1184,3367,6500
YNR024W,122,92,31,101,161
YMR123W,591,320,116,319,330
YER133W,2448,1562,510,1640,2403
YOR303W,767,571,416,895,1272
YKR079C,307,252,90,236,367
YLL004W,209,141,62,151,133
YLR221C,518,294,65,403,622
YPL033C,2,0,0,0,0
YNL152W,149,115,45,111,122
YCR098C,7,7,3,6,6
YNL244C,1729,836,527,1448,2487
YJL111W,2345,1690,545,1829,2878
YJR140C,395,259,89,242,405
YNL135C,3987,1943,978,2963,4139
YHL015W,18644,11214,3722,15803,15295
YGR236C,0,0,0,0,0
YIL154C,357,193,98,256,567
YDL085W,7,5,2,3,1
YJL084C,320,227,146,361,365
YAR028W,174,119,50,126,182
YML115C,964,629,193,472,961
YBR278W,93,62,34,78,151
YDR236C,127,81,47,130,83
YPR184W,103,52,27,89,112
YOR018W,242,150,107,258,300
YPR145C-A,90,40,31,152,177
YDR481C,1341,819,314,768,1880
YOR349W,95,60,29,71,58
YLR433C,454,280,117,307,397
YCR018C,97,65,21,98,125
YFR037C,1129,745,244,864,1384
YJL002C,2118,1275,580,1260,1118
YLR264W,3713,1671,565,2063,3438
YLR353W,78,52,16,69,84
YHL016C,29,11,11,25,30
YLR135W,61,33,21,73,59
YOL088C,435,270,98,296,388
YPL086C,667,461,146,463,553
YOR209C,1865,1270,633,1680,2722
YHL044W,36,16,14,20,25
YBR023C,676,443,186,531,856
YDR142C,63,43,20,39,125
YIR025W,88,39,14,59,136
YDR036C,563,354,177,395,347
YJR106W,107,52,28,84,99
YKL135C,515,344,120,414,649
YMR223W,183,94,46,134,135
YDL040C,2121,1521,593,1855,2812
YBL071C-B,0,0,0,1,0
YKL120W,394,335,232,526,786
YKL089W,139,82,40,121,259
YLR239C,118,70,28,83,116
YPL019C,4997,3267,1433,4168,5537
YHR050W,574,345,145,374,791
YPL085W,2340,1476,880,2424,2777
YLR102C,136,78,46,103,156
YJL071W,76,61,25,72,85
YJR010W,72,38,38,93,109
YCR021C,31,5,7,11,17
YJL130C,12141,8656,5447,14636,23385
YHR063C,781,491,188,582,832
YBR038W,1009,587,267,757,1120
YOL063C,158,126,32,102,133
YGL049C,1206,758,351,1133,1575
YGR172C,634,386,277,712,446
YHR009C,464,245,82,211,356
YGR111W,317,196,84,272,531
YOR039W,562,358,130,475,800
YPL087W,333,169,77,184,251
YMR101C,9,6,2,9,5
YDR135C,2659,1901,672,1520,2245
YNL001W,577,423,155,568,719
YKL015W,197,124,43,97,123
YOL146W,171,103,34,153,200
YGR094W,10076,7236,2362,7577,12611
YDL218W,2,0,0,3,1
YNL032W,179,116,50,104,233
YNL098C,1552,920,331,960,1432
YHR184W,23,15,10,20,31
YLR332W,388,190,166,382,329
YGR081C,380,244,73,297,451
YCL005W-A,658,420,133,339,725
YOR183W,2,2,1,3,2
YBR058C-A,315,109,82,267,174
YHR168W,69,48,13,35,56
YHR062C,272,203,54,153,175
YGR248W,18,4,7,18,18
YOL058W,1718,927,414,1218,2214
YKL034W,316,214,100,235,350
YMR138W,56,46,14,24,89
YPL022W,180,123,33,163,295
YHL007C,772,482,294,732,794
YJL110C,264,140,56,210,208
YHR208W,2239,1510,719,1825,2845
YAR042W,718,424,134,334,630
YKR013W,1421,988,929,2084,3035
YIR009W,96,64,13,60,85
YJL074C,575,398,142,635,990
YLR384C,1606,963,301,805,1337
YPR188C,287,162,54,212,482
YOR127W,241,149,87,252,285
YKR064W,118,78,29,96,152
YGL018C,138,64,34,99,126
YJL198W,808,577,190,476,780
YPL013C,311,142,28,118,300
YMR261C,1135,641,406,1135,1459
YOR179C,120,63,15,65,122
YER001W,436,256,102,283,370
YGR116W,3368,2303,734,2561,4454
YBR126W-A,537,221,137,360,513
YPL030W,515,376,160,435,592
YGL234W,5570,3762,2375,5661,11929
YER164W,1013,641,264,812,1420
YGR002C,220,163,55,217,260
YPR108W,2062,1276,459,1505,2795
YMR271C,11,6,6,7,20
YBR109C,3576,2067,792,2996,6097
YDR480W,130,61,37,86,146
YOR306C,263,204,53,132,199
YBL089W,138,72,43,97,119
YGR112W,87,40,22,50,110
YLL012W,306,213,66,197,422
YLR213C,23,12,6,18,43
YHR082C,724,390,199,622,697
YLR013W,0,0,0,0,0
YDR439W,68,45,35,90,100
YDR381W,2822,1498,712,2380,2864
YDR349C,369,232,107,225,243
YLL028W,330,125,57,96,123
YJR010C-A,228,119,81,230,295
YLR408C,74,32,15,47,38
YPL121C,0,0,0,0,0
YNL323W,769,554,193,581,1031
YPR067W,105,57,20,56,78
YIL145C,664,439,141,392,920
YMR209C,216,166,56,193,220
YLR168C,71,24,10,24,46
YPL123C,105,62,45,92,108
YOR172W,55,38,21,39,66
YJL149W,407,301,183,424,565
YGR159C,5466,4486,1342,4191,5981
YML058W-A,125,54,20,58,58
YKR075C,35,22,15,45,45
YDR066C,50,36,12,35,54
YDR325W,265,191,69,223,383
YHR006W,362,194,79,269,215
YGL040C,1801,1057,556,1051,1340
YOR259C,1888,1201,372,1320,2599
YDL085C-A,253,127,12,152,364
YBL041W,1923,1112,490,1548,1988
YPL192C,0,0,0,0,3
YER084W,2,1,1,7,4
YNL009W,19,18,3,20,35
YGL030W,15067,9367,3654,10897,10589
YBR108W,265,108,116,291,289
YNL070W,858,349,286,718,312
YJR139C,5159,3182,1389,4021,4976
YDL092W,434,242,90,383,378
YJL044C,352,252,72,192,482
YOR096W,9205,5656,3173,10030,9682
YIR016W,2,1,1,1,3
YLR404W,76,64,26,82,99
YCL058W-A,125,70,14,75,201
YNL206C,373,248,74,207,419
YML062C,258,156,44,166,299
YBR029C,805,526,209,580,692
YJL101C,603,415,99,247,613
YDR375C,162,84,37,90,139
YKL047W,262,219,96,229,279
YLR375W,201,101,52,138,161
YPL183W-A,193,77,74,198,492
YIL153W,218,144,47,115,317
YER010C,196,98,91,163,196
YGR098C,244,129,60,111,140
YDR146C,519,272,162,423,496
YHR149C,408,254,142,378,487
YJL197W,631,517,128,364,528
YDL212W,1187,699,253,656,901
YER025W,4597,2916,1430,3961,5728
YJL068C,649,323,154,364,709
YBR046C,501,269,177,461,554
YCR024C-A,569,26,156,683,713
YGL011C,2142,1321,469,1504,1840
YGL238W,1353,904,461,1152,994
YBR111W-A,105,68,23,135,101
YBR052C,713,381,156,424,934
YPR085C,47,31,6,34,44
YPR167C,50,29,7,31,55
YER048C,1087,627,339,955,2190
YER037W,128,43,23,75,98
YGR247W,155,80,33,93,188
YHR169W,380,308,157,284,492
YKL154W,342,186,98,273,468
YLR321C,617,339,192,538,674
YFL034W,313,191,64,261,502
YMR063W,41,26,13,21,29
YIL125W,1318,646,288,709,1106
YOR270C,4414,3104,1110,3289,5550
YNL184C,2,9,4,5,12
YLR304C,7245,2556,1615,4880,8989
YGL017W,181,96,35,101,265
YBR200W,345,239,97,326,314
YOR087W,453,295,99,293,513
YOR212W,616,413,141,357,448
YFR053C,688,243,76,222,550
YNL110C,921,651,163,874,1754
YIL098C,131,73,30,80,176
YML128C,122,36,20,62,71
YOR001W,690,463,149,501,829
YER129W,202,161,63,159,235
YOR304C-A,59,31,14,39,50
YBL001C,636,315,92,528,1239
YOR057W,399,230,131,441,447
YDR373W,363,242,120,301,459
YGR091W,124,93,36,109,108
YLR087C,299,216,48,129,230
YAL012W,9137,5615,2688,6604,9042
YOL002C,502,426,149,359,475
YDR351W,328,198,123,299,295
YGL244W,1039,700,179,757,1379
YCL035C,757,386,172,583,743
YPR152C,113,63,23,80,140
YGR005C,566,335,108,421,793
YHL008C,132,90,21,95,129
YKL146W,425,289,104,282,505
YNL066W,3108,2158,752,2000,2899
YOL092W,910,613,199,536,725
YJL107C,28,20,15,49,44
YKL206C,361,189,104,270,430
YMR115W,245,153,67,191,377
YOR156C,137,85,58,109,104
YOL003C,225,129,76,191,208
YLR381W,60,35,21,45,63
YCL048W-A,2,0,0,0,0
YEL005C,38,29,11,37,47
YBL028C,854,433,80,507,483
YIR017C,45,16,2,22,76
YGR184C,1175,832,273,783,1007
YKL039W,1758,1164,586,1255,1883
YGL028C,1573,920,523,1243,941
YMR127C,51,29,10,43,64
YLR418C,591,387,173,457,827
YDR247W,80,48,23,59,97
YBL029C-A,59,19,11,41,65
YMR205C,16007,9554,4519,12358,20501
YKR008W,656,415,241,580,617
YJL118W,20,17,9,25,31
YFR043C,79,44,29,87,105
YIL029C,0,0,0,1,4
YOR255W,1,0,1,0,0
YDR265W,64,37,21,55,66
YNL131W,1857,898,304,1353,2960
YNL312W,794,466,240,615,654
YER101C,130,72,44,94,123
YJL172W,2592,1641,923,2604,4300
YMR215W,1495,904,476,1063,1608
YER159C,247,104,62,211,361
YHL031C,286,158,72,217,271
YEL047C,1962,1444,541,1790,3925
YHR118C,160,101,40,161,234
YOR160W,459,317,142,393,369
YKL016C,724,384,248,600,782
YPR056W,216,153,59,176,261
YBR201W,102,66,22,72,118
YOR185C,313,153,100,209,308
YER144C,168,89,67,161,168
YBR264C,178,84,35,108,197
YDR239C,284,161,73,209,290
YML016C,199,133,133,340,351
YDL180W,180,106,46,110,170
YEL058W,1029,712,215,711,1745
YLR172C,1856,1311,417,1092,1755
YBR024W,159,86,30,74,161
YOR023C,236,135,80,202,131
YJL168C,438,290,89,366,485
YJL121C,1494,870,342,999,2175
YPL212C,876,697,284,842,1453
YGL114W,309,205,69,163,286
YJL036W,345,205,84,267,290
YOL077C,1254,906,348,1020,1586
YJL201W,253,196,125,282,366
YPL141C,249,155,75,185,167
YDR528W,173,124,43,170,168
YPR001W,7,3,4,6,25
YHR213W-A,0,0,0,0,0
YNL262W,861,540,196,532,698
YBR135W,240,128,100,214,229
YNL317W,170,115,58,105,211
YLL033W,32,20,14,43,90
YPR104C,309,165,83,212,379
YPL244C,166,95,38,103,153
YOR069W,488,344,123,410,585
YKL220C,1068,971,238,583,920
YGL164C,212,169,56,144,321
YGL231C,526,323,305,646,380
YBL046W,235,159,40,157,339
YER090W,2269,1491,739,2028,2766
YPR049C,171,130,63,188,136
YLR026C,483,295,107,335,426
YDL200C,84,45,18,71,97
YAR027W,326,193,100,250,224
YIR018W,124,56,26,111,147
YGR026W,997,560,248,705,714
YIL114C,303,174,88,226,295
YFL027C,96,62,32,72,111
YLR380W,1316,869,247,742,1028
YGR169C-A,217,102,36,209,585
YNL153C,487,310,63,310,778
YHR036W,144,81,42,116,170
YKL184W,1440,969,427,1098,1691
YGR079W,471,289,108,315,469
YIL164C,2,4,0,1,4
YML009C,154,74,43,155,289
YDL133W,143,107,43,97,117
YOL073C,125,88,57,87,114
YMR250W,161,74,52,98,211
YBR098W,81,41,26,86,93
YDR444W,86,57,10,70,133
YHR005C,702,514,150,439,897
YDR507C,1052,680,310,1000,1259
YPR094W,162,93,40,96,126
YMR303C,16,21,12,32,64
YBR237W,102,62,24,86,234
YER018C,116,67,38,76,222
YNL138W-A,86,65,31,50,91
YDL130W,7792,4239,2380,5454,11325
YHR161C,251,150,98,232,375
YDR116C,228,116,78,182,232
YKL027W,341,237,47,210,385
YDR242W,17,11,3,15,13
YOL145C,1218,855,252,825,1285
YOR290C,814,490,192,543,874
YLR281C,21,11,3,11,27
YJR031C,650,417,154,411,638
YKR065C,599,337,181,499,523
YBR139W,751,361,203,505,639
YPL241C,138,72,44,122,101
YPL100W,227,172,45,183,378
YER023W,3110,2081,1003,2105,5696
YPL146C,742,518,122,572,1102
YLR439W,271,155,46,137,146
YCL055W,178,139,51,188,198
YNL177C,358,183,74,273,410
YKR027W,240,174,46,145,229
YBR138C,124,68,46,110,112
YJL055W,828,527,137,432,738
YJL136C,2055,1278,592,1961,1364
YDR057W,278,178,76,190,264
YMR140W,293,175,67,209,327
YLR035C,70,43,15,45,55
YLR092W,31,21,12,22,56
YBR016W,739,358,321,659,1222
YFL054C,18,18,8,19,33
YKR025W,574,377,109,417,1002
YHR142W,330,212,92,261,313
YNL035C,391,286,88,299,559
YBR225W,149,92,44,111,116
YLL038C,123,71,22,72,187
YLR146W-A,74,30,23,70,112
YKL020C,401,247,140,334,437
YPL164C,40,29,13,31,50
YER094C,1698,952,336,883,2767
YNL097C,142,97,22,69,103
YJR101W,344,188,89,186,196
YLR265C,79,44,25,86,62
YIL136W,150,72,19,89,179
YIL016W,380,254,46,236,513
YML127W,706,434,173,431,522
YOR052C,499,198,81,398,706
YOL143C,1565,808,458,2093,3607
YGR029W,250,126,35,119,271
YOR078W,382,251,53,300,832
YOL052C-A,26,1,2,11,8
YMR302C,333,200,62,210,300
YGR166W,144,105,39,97,110
YPR040W,259,190,67,177,259
YNL221C,427,317,182,405,592
YGL128C,78,39,24,65,73
YCR092C,259,145,85,187,299
YKL072W,206,169,56,109,221
YHR052W,1303,895,428,1342,1536
YMR182C,11,3,5,11,4
YLR285W,614,386,169,517,520
YDR438W,0,1,0,1,8
YJR098C,55,42,16,48,128
YPL098C,524,279,92,254,513
YMR004W,455,269,109,328,532
YER017C,440,263,92,250,391
YLR113W,932,583,186,539,850
YNL227C,221,144,46,183,287
YIL157C,270,150,50,151,369
YIL149C,557,376,109,405,595
YPR151C,1,2,1,3,0
YOL006C,690,422,153,595,1006
YFL024C,188,146,46,144,290
YDR180W,344,225,81,275,260
YPL125W,647,454,187,511,560
YJR091C,550,280,194,519,461
YLR176C,132,80,82,197,128
YJL073W,255,162,76,200,227
YLR010C,12,2,2,23,19
YMR135C,124,74,40,111,134
YMR259C,701,532,202,489,663
YOL071W,158,64,27,86,160
YGL126W,281,157,85,168,399
YML007C-A,4,1,0,2,3
YMR232W,1,0,0,1,3
YCR083W,203,158,55,170,367
YKR057W,1616,1001,817,2054,2849
YNL140C,0,0,0,0,0
YGL113W,54,42,16,49,60
YER109C,65,34,21,44,68
YNR001C,854,444,328,849,1171
YBR200W-A,0,0,0,0,0
YMR160W,140,70,49,100,100
YIL116W,719,404,248,760,1066
YNL022C,367,241,124,407,792
YGR100W,332,243,87,177,336
YNR032C-A,167,74,13,81,271
YER172C,857,577,216,581,832
YOR252W,353,239,59,316,383
YKL042W,242,161,77,209,163
YGR052W,13,8,1,11,13
YBR060C,236,173,73,209,293
YER141W,325,155,86,210,305
YPR172W,367,230,96,290,380
YJL124C,634,374,174,577,716
YER042W,383,226,157,352,348
YGL091C,369,202,82,248,618
YJL100W,43,18,20,34,46
YHR047C,1695,1100,342,862,1181
YDR202C,176,118,46,133,188
YAL035W,6674,4509,1160,4726,10099
YPR013C,43,19,17,41,38
YNL015W,212,102,71,277,239
YJL024C,238,135,88,254,478
YKL167C,242,119,51,179,197
YMR070W,142,64,76,137,102
YFR049W,308,155,90,230,249
YML083C,3,2,1,2,1
YDR296W,358,188,56,118,256
YPL110C,430,280,158,345,607
YLR205C,385,371,323,794,1528
YBR080C,1852,1183,682,1742,2599
YMR009W,134,59,34,102,138
YOR243C,1334,958,243,926,1648
YBR235W,340,260,62,196,214
YNL207W,672,484,187,552,957
YFL002C,379,253,140,330,608
YER110C,9443,6545,2661,7683,10501
YLL043W,628,364,164,459,581
YBR239C,47,22,28,64,67
YER005W,229,175,26,104,310
YFR027W,82,39,18,33,74
YPL040C,119,79,30,78,89
YML005W,147,111,60,129,165
YMR120C,1941,1182,1243,3498,6152
YPL113C,54,39,14,34,30
YGR283C,212,154,88,202,146
YGR141W,353,228,89,242,447
YIL084C,153,129,32,133,218
YER119C,328,170,60,165,261
YFL030W,8,5,3,11,15
YPR166C,398,182,67,239,284
YML108W,203,127,35,137,307
YOL155W-A,0,0,0,0,0
YDR322C-A,244,152,63,169,363
YIL132C,40,8,6,20,20
YDR013W,125,77,46,121,168
YML070W,1733,1014,462,1307,2546
YML095C,73,40,17,51,95
YPL008W,88,62,16,65,109
YDL156W,165,125,46,97,176
YDR173C,136,59,29,76,125
YKL134C,170,95,59,135,197
YDR190C,1575,1083,416,1356,2777
YBL039C,2950,2255,1133,3073,5800
YLR399C,1331,729,342,986,1815
YDR109C,157,77,40,91,190
YLR356W,210,104,45,137,158
YPL057C,273,139,88,228,311
YJL058C,93,55,36,89,85
YBL004W,2197,1689,538,1372,1662
YFR015C,83,44,32,49,115
YLL042C,8,8,3,17,5
YDR263C,3,2,3,2,2
YDR334W,267,174,51,171,281
YNL233W,419,239,122,379,500
YOL021C,1290,905,310,897,1555
YBR140C,769,523,194,542,521
Q0255,0,0,4,2,8
YHR106W,67,30,10,42,78
YLR325C,12416,5847,2146,7281,10124
YMR100W,214,130,47,100,182
YGL089C,0,0,0,0,0
YMR207C,129,97,25,61,106
YNL248C,1443,1115,398,1223,1885
YLR341W,2,1,0,3,0
YGL103W,21774,13102,4326,15677,23296
YOR158W,360,196,61,209,217
YNL007C,3907,1735,771,2663,3653
YGL080W,238,155,84,223,143
YDR007W,222,120,44,141,236
YBR163W,75,36,21,52,53
YDR432W,6024,3515,1362,4266,7915
YML047C,0,0,0,0,0
YGR167W,2346,1416,366,1516,3201
YCR089W,6,2,7,8,9
YER145C,6470,4729,798,2763,7080
YMR136W,109,65,57,131,69
YKL065W-A,2,0,0,1,3
YCR076C,151,85,31,86,211
YDR379W,201,126,49,189,247
YGL223C,253,152,93,204,146
YHR131C,119,77,31,80,118
YIL160C,0,0,0,2,1
YBL020W,342,227,72,219,270
YBR127C,10579,7340,2373,6927,14579
YGL129C,383,218,103,272,272
YKL176C,164,121,45,120,193
YBR276C,114,79,32,104,100
YPL178W,623,386,182,494,671
YBR017C,1373,972,443,1008,1408
YMR053C,50,31,6,32,38
YLR146C,218,140,51,130,140
YOL044W,134,87,45,128,183
YNL005C,390,205,62,181,321
YPL221W,869,552,178,450,1014
YAL021C,1062,669,291,635,902
YHL039W,408,284,143,350,366
YDL164C,429,319,119,382,591
YOR008C,490,305,140,307,312
YDR393W,112,59,19,64,93
YDR189W,867,581,321,913,970
YOR068C,0,0,0,0,0
YLR106C,3677,2768,781,2044,2915
YNL172W,199,110,62,126,179
YGR093W,244,178,44,194,294
YEL025C,152,88,42,102,176
YFR023W,5,4,1,2,0
YOL065C,163,114,48,126,195
YNL255C,3467,1879,647,2084,3269
YML109W,252,139,78,204,283
YDR208W,483,351,176,494,587
YKL129C,644,372,175,427,604
YCR036W,367,231,80,288,562
YNL259C,557,313,202,556,502
YPR133W-A,394,102,115,472,572
YIL021W,857,561,252,730,1362
YKR087C,96,82,51,117,127
YJL088W,226,161,68,247,371
YDL161W,522,329,215,502,703
YJL146W,227,135,72,138,240
YML113W,206,120,49,115,167
YCL028W,1688,1019,499,1339,1688
YLR166C,414,285,107,401,434
YHL013C,330,224,77,297,467
YOR356W,131,49,10,35,140
YLR175W,5008,3784,959,2960,6586
YMR201C,97,40,18,60,94
YNL103W,450,265,128,399,306
YDR093W,1100,722,217,572,1066
YCL037C,3429,2270,1093,2981,2512
YPL116W,275,133,81,197,311
YBR229C,949,595,219,675,730
YOR304W,429,294,89,349,579
YOR012W,42,37,12,20,50
YHR117W,661,405,195,465,818
YGL196W,244,133,74,219,256
YOR233W,286,190,79,220,294
YGL035C,374,226,142,369,358
YMR244C-A,130,62,15,105,156
YLR222C,1090,784,311,1010,1465
YOR123C,795,534,148,531,929
YOR299W,310,220,73,208,361
YPR048W,339,222,99,273,443
YPL109C,66,53,22,47,90
YPL138C,121,96,25,83,271
YKL117W,4621,2531,1239,3702,4537
YOL125W,186,162,41,134,245
YEL027W,7959,4954,1944,5015,5640
YJL165C,329,206,114,344,411
YMR175W,3,0,0,1,8
YGL209W,261,123,86,202,219
YLR438W,633,303,133,345,640
YBL092W,17922,10684,5716,20177,23149
YBR145W,247,107,41,103,183
YIL031W,135,70,44,125,141
YLR319C,343,246,105,311,477
YPR135W,486,318,125,394,480
YBR233W,204,116,79,189,307
YDR045C,243,142,68,323,348
YHR110W,172,111,76,132,141
YHR170W,1508,1132,346,973,1631
YKL001C,177,89,55,145,259
YLR181C,336,182,64,238,367
YGL206C,8243,5146,3060,8212,10136
YOL086C,87631,47307,24327,61964,102432
YBR244W,593,270,185,550,710
YML002W,7,7,4,8,13
YMR316C-A,3,1,1,1,2
YNL016W,5235,3284,1850,4477,4684
YDL223C,55,29,25,53,101
YFL026W,1672,1106,452,1209,1550
YNL166C,456,262,137,403,634
YGL013C,472,308,126,333,448
YMR163C,120,87,32,81,128
YHR034C,135,80,47,105,236
YDR338C,161,114,31,111,170
YOR008C-A,0,0,0,0,0
YFL041W-A,0,0,0,0,0
YJL077W-B,0,0,0,0,0
YKR095W,1351,780,232,951,1163
YML006C,223,140,65,146,148
YGR230W,41,16,8,37,16
YKR017C,59,43,26,46,88
YCR042C,583,392,162,442,689
YGR032W,1053,576,809,2044,3051
YDR335W,1086,727,269,816,1332
YDR466W,163,89,57,160,155
YJR082C,91,48,26,88,80
YPL054W,10,5,4,21,2
YMR282C,112,69,25,44,121
YGR207C,723,399,175,706,1363
YOR134W,2,1,2,4,1
YJL062W-A,336,163,65,164,337
YOR042W,1011,587,233,711,1260
YDL238C,56,38,18,30,53
YCR017C,1863,1263,378,881,1271
YJL179W,287,193,75,341,345
YLR150W,21141,12780,4344,13975,26607
YIR004W,553,321,141,403,794
YJR111C,145,110,45,104,122
YPL150W,201,137,46,148,147
YDL037C,4,0,0,2,1
YCR088W,4656,2677,1300,4326,8202
YIR029W,9,9,2,9,13
YOL093W,347,251,67,255,583
YJL144W,29,9,7,22,36
YIL115C,1534,1027,418,1382,1726
YMR094W,60,29,10,44,26
YBR267W,650,403,137,425,771
YGR174C,64,20,8,25,49
YML107C,85,55,22,81,136
YIL047C,697,553,119,342,754
YGL262W,0,0,0,0,0
YNL117W,3,1,3,5,5
YCL043C,12599,8400,2964,7717,17117
YOL014W,7,1,4,10,43
YFR034C,358,225,139,295,620
YLR057W,269,195,79,226,350
YPL066W,87,60,41,82,69
YGL021W,354,230,146,395,341
YJL141C,190,100,88,188,181
YPL056C,0,0,0,1,0
YPL180W,309,161,109,259,400
YOR216C,451,292,61,330,585
YOR109W,1055,744,291,721,945
YKL193C,467,249,147,513,437
YKR090W,289,141,97,250,418
YBR107C,35,25,3,22,29
YOR162C,67,58,20,51,79
YOL043C,32,25,5,29,58
YDL166C,546,323,70,271,1093
YOR288C,240,168,111,238,204
YBR249C,4111,2566,1263,3539,5235
YHR152W,256,153,43,238,207
YFL041W,1704,1255,472,1363,2231
YOR377W,434,402,130,392,554
YBR041W,558,309,149,384,443
YPR148C,980,684,229,717,934
YMR278W,405,265,133,312,531
YMR131C,2026,1431,632,1654,2732
YMR109W,1384,941,332,939,1298
YNL251C,904,554,300,796,714
YMR310C,235,199,83,202,212
YOL151W,661,284,160,355,571
YNL058C,268,145,92,230,240
YER104W,91,49,22,75,74
YBR004C,236,152,77,202,164
YLR362W,222,138,59,228,292
YKL032C,911,487,381,788,643
YMR105C,414,109,76,176,209
YPL262W,1856,1252,576,1698,3155
YDR519W,541,360,118,447,745
YDL193W,678,433,186,481,775
YLR267W,43,22,19,56,74
YDR104C,109,69,31,82,122
YKL106C-A,2,0,0,1,0
YCR066W,77,48,23,56,76
