Genes	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3	WT_1	WT_2	WT_3
YLR055C	606	926	838	505	816	486	620	713	409
YLR056W	3330	5606	4817	2582	3490	2476	3363	3862	2719
YLR057W	246	524	410	267	285	248	326	336	194
YLR058C	12000	21892	17783	9903	13165	9545	12002	14202	9423
YLR059C	187	385	336	168	241	166	260	269	178
YLR060W	2884	5310	4514	2359	3471	2539	3009	3641	2429
YLR061W	5753	10615	8826	5204	6973	5298	6554	8054	5073
YLR063W	576	740	1127	460	639	578	654	859	558
YLR064W	93	187	140	98	132	90	144	151	51
YLR065C	164	314	257	158	182	162	196	243	192
YLR066W	434	685	560	413	506	362	365	568	283
YLR067C	275	547	478	221	412	275	362	436	232
YLR068W	105	180	151	92	100	70	84	127	64
YLR069C	1918	3906	3219	1914	2872	1986	2194	2674	1693
YLR070C	56	163	120	72	110	78	110	97	66
YLR071C	761	1293	1070	603	878	610	662	802	549
YLR072W	330	425	409	244	369	268	350	316	225
YLR073C	136	201	155	101	108	129	111	140	114
YLR074C	579	793	797	404	580	390	591	630	480
YLR075W	14959	25632	22558	12770	17081	14064	15912	18555	11508
YLR077W	365	728	562	391	505	297	513	525	399
YLR078C	312	540	406	208	300	251	286	344	212
YLR079W	241	497	413	241	278	233	319	301	233
YLR080W	46	91	68	51	39	53	59	81	39
YLR081W	48	138	105	98	49	43	57	35	52
YLR082C	75	139	99	64	106	86	101	121	64
YLR083C	1131	1812	1433	943	1171	1004	1067	1359	896
YLR084C	980	1542	1436	748	1075	727	991	1108	743
YLR085C	181	300	241	146	240	144	202	257	150
YLR086W	592	999	993	567	714	459	691	763	487
YLR087C	1349	2191	1939	962	1596	1066	1265	1439	1096
YLR088W	368	683	602	308	546	348	450	482	299
YLR089C	908	1617	1291	711	1185	747	1023	1173	778
YLR090W	669	1048	862	460	718	421	594	701	520
YLR091W	99	150	121	56	147	103	86	125	114
YLR092W	1999	3916	3014	1762	2303	1630	2249	2623	1656
YLR093C	220	398	237	220	271	204	247	242	170
YLR094C	126	235	203	93	223	155	151	267	141
YLR095C	411	573	636	306	530	354	574	537	368
YLR096W	374	722	662	320	518	427	515	605	400
YLR097C	154	247	279	118	207	143	136	183	161
YLR098C	171	275	260	129	172	159	174	232	142
YLR099C	249	469	344	195	297	202	299	348	296
YLR099W-A	205	360	344	208	264	176	280	310	191
YLR100W	673	1311	1209	800	1030	687	925	1036	720
YLR102C	89	186	170	99	162	116	117	127	85
YLR103C	377	508	417	245	397	233	274	345	187
YLR104W	72	119	75	46	71	77	85	66	56
YLR105C	153	270	228	117	154	85	197	215	124
YLR106C	6067	9909	8813	4572	6903	4737	6007	7282	4937
YLR107W	268	401	348	207	227	201	221	260	215
YLR108C	242	403	363	188	277	199	183	266	141
YLR109W	2823	4914	4892	2326	3373	2532	3705	4166	2393
YLR110C	33612	58500	45841	31116	39270	28430	38788	45106	30101
YLR113W	717	1312	1170	516	978	648	851	1013	620
YLR114C	650	1244	1100	616	831	628	847	1018	636
YLR115W	585	928	825	424	680	480	604	641	457
YLR116W	231	438	463	223	302	204	273	328	201
YLR117C	352	690	548	334	409	367	394	469	303
YLR118C	210	320	273	206	213	160	193	330	164
YLR119W	40	105	53	26	57	57	65	88	24
YLR120C	698	1368	921	598	932	636	879	1106	607
YLR121C	156	250	194	118	196	136	205	295	203
YLR125W	37	79	77	45	58	49	76	80	33
YLR126C	160	276	247	123	210	161	157	228	136
YLR127C	180	247	277	107	172	156	213	190	114
YLR128W	140	160	140	71	86	82	84	95	83
YLR129W	1491	2511	2034	1195	1470	1048	1569	1781	1227
YLR130C	389	559	483	287	374	256	385	587	372
YLR131C	373	572	462	237	422	243	409	408	276
YLR132C	130	258	231	121	154	107	136	163	114
YLR133W	674	1391	1031	601	795	630	792	953	554
YLR134W	6003	13660	9572	6842	6974	6659	6540	7322	4846
YLR135W	119	178	206	122	147	112	116	125	102
YLR136C	7	31	24	12	28	17	5	7	8
YLR137W	112	193	219	139	160	76	130	134	94
YLR138W	748	1492	1344	748	1071	729	1066	1088	684
YLR139C	306	436	449	249	319	225	254	390	241
YLR141W	155	297	267	159	272	164	164	169	123
YLR142W	446	769	668	349	507	391	501	553	332
YLR143W	88253	265813	163672	111963	130520	87460	98127	121924	103602
YLR144C	266	450	365	178	272	227	236	282	202
YLR145W	84	173	165	86	110	72	108	154	81
YLR146C	150	292	257	133	173	178	179	198	126
YLR146W-A	144	190	207	119	161	127	147	180	164
YLR147C	119	190	137	61	137	85	156	120	55
YLR148W	344	575	534	302	429	303	410	474	309
YLR149C	182	285	277	136	245	145	202	164	137
YLR150W	11850	19981	18931	8547	13633	10210	13373	16846	11310
YLR151C	85	180	153	99	132	90	108	144	52
YLR152C	218	383	265	235	279	183	247	288	152
YLR153C	6021	11503	9587	5169	7212	4915	6791	7927	5187
YLR154C	54	203	131	92	96	51	73	104	95
YLR154C-G	10	31	23	18	26	15	28	24	33
YLR154C-H	2298	4467	4419	1308	3020	1964	1509	1461	1587
YLR154W-C	0	4	3	0	0	12	1	2	1
YLR155C	1787	2802	2453	1436	2137	1477	2427	2978	1637
YLR156C-A	15	24	30	10	39	28	21	20	7
YLR156W	32	72	103	65	93	53	51	71	55
YLR157C	1787	2802	2452	1437	2138	1478	2429	2980	1635
YLR157C-C	341	603	547	361	390	411	1010	1168	785
YLR157W-D	182	380	338	194	282	255	238	244	183
YLR157W-E	33	81	74	42	51	68	74	56	23
YLR158C	1787	2802	2452	1440	2141	1475	2431	2981	1637
YLR159C-A	15	24	29	11	39	29	20	20	8
YLR159W	39	81	107	78	99	62	54	74	57
YLR160C	1787	2802	2452	1438	2142	1478	2428	2979	1636
YLR161W	35	70	92	62	87	48	42	60	50
YLR162W	1	1	0	0	4	0	2	2	1
YLR162W-A	6	17	4	6	1	2	12	8	6
YLR163C	800	1444	1198	690	956	690	1055	1249	840
YLR164W	29	26	26	17	13	27	35	48	20
YLR165C	51	77	46	40	31	28	59	55	24
YLR166C	372	535	527	264	401	300	349	412	288
YLR167W	21499	34329	30044	17153	23592	17367	22822	26765	18286
YLR168C	1050	1876	1493	973	1422	1025	1214	1618	1015
YLR170C	247	517	466	288	294	290	318	383	206
YLR172C	887	1616	1342	768	987	705	876	1279	707
YLR173W	221	402	418	195	293	155	339	418	211
YLR174W	160	287	249	155	313	181	259	326	254
YLR175W	2848	4869	4109	2225	2926	2313	3329	3954	2677
YLR176C	123	192	153	88	151	83	153	153	84
YLR177W	294	552	405	259	408	295	341	449	240
YLR178C	133	263	240	149	198	152	179	210	185
YLR179C	2597	4195	3435	2075	2907	1916	2868	3785	2269
YLR180W	12771	22176	18730	10921	14136	10469	11646	14497	9172
YLR181C	202	424	297	204	249	145	281	335	203
YLR182W	357	599	494	309	459	290	393	474	317
YLR183C	204	558	450	196	316	259	318	392	237
YLR185W	3181	6082	4544	2521	3361	2724	3156	3949	2587
YLR186W	583	871	739	499	519	411	474	595	355
YLR187W	481	831	717	390	592	452	446	512	412
YLR188W	710	1239	1122	654	870	624	676	909	643
YLR189C	388	833	661	390	629	389	526	579	334
YLR190W	522	1170	820	593	801	552	809	924	613
YLR191W	155	317	306	159	261	186	232	237	153
YLR192C	1337	1967	1853	973	1687	1019	1324	1605	1045
YLR193C	217	320	305	207	243	178	221	291	209
YLR194C	306	600	459	244	358	247	461	548	264
YLR195C	598	915	806	442	601	552	434	621	391
YLR196W	871	1309	1231	693	923	756	829	1102	680
YLR197W	2406	3901	3287	1895	2420	1772	2667	3250	2026
YLR199C	516	803	764	475	636	465	434	585	363
YLR200W	130	244	219	62	116	97	132	139	91
YLR201C	221	382	285	163	261	190	230	241	172
YLR203C	817	1818	1413	835	1278	865	1156	1531	991
YLR204W	245	482	410	223	360	277	325	417	267
YLR205C	520	828	646	442	589	426	378	481	323
YLR206W	686	1006	1004	533	937	491	810	987	639
YLR207W	388	653	591	343	457	284	402	570	326
YLR208W	1174	1981	1712	955	1327	963	1061	1333	937
YLR209C	393	750	543	341	523	339	316	445	242
YLR210W	232	415	306	186	285	181	284	307	195
YLR211C	89	109	109	66	121	63	114	167	47
YLR212C	456	864	794	408	613	366	529	590	339
YLR213C	4	43	10	5	3	4	14	4	5
YLR214W	100	180	106	88	84	113	128	173	116
YLR215C	178	381	271	183	259	182	199	241	134
YLR216C	970	1779	1605	802	1230	862	1214	1481	962
YLR218C	181	278	265	119	172	123	219	232	194
YLR219W	304	596	463	273	410	321	398	329	293
YLR220W	677	1268	1000	642	763	592	697	978	536
YLR221C	232	530	282	160	277	221	297	244	238
YLR222C	833	1363	1102	614	927	699	800	868	575
YLR223C	559	926	856	368	643	337	503	536	346
YLR224W	277	476	383	266	404	302	318	405	197
YLR225C	164	338	301	143	258	189	182	188	167
YLR226W	230	375	285	184	307	169	216	272	143
YLR227C	45	48	45	25	55	39	58	43	33
YLR228C	306	450	403	270	379	233	317	324	183
YLR229C	529	1104	1137	488	810	537	784	1046	690
YLR231C	577	980	786	513	687	454	535	593	387
YLR233C	112	205	194	80	168	129	137	140	114
YLR234W	240	337	380	148	255	166	213	272	179
YLR237W	229	465	354	223	275	251	265	318	213
YLR238W	103	174	176	99	136	95	162	173	82
YLR239C	346	585	557	266	417	303	458	457	317
YLR240W	432	674	594	307	445	283	459	441	265
YLR241W	493	901	704	422	629	431	593	627	416
YLR242C	54	79	92	60	73	58	57	61	34
YLR243W	166	293	286	148	160	147	203	270	150
YLR244C	1093	1911	1592	982	1235	954	1122	1292	837
YLR245C	107	237	141	121	130	71	108	120	64
YLR246W	389	606	512	442	451	332	329	518	319
YLR247C	1054	1726	1543	802	1210	888	1011	1171	743
YLR248W	636	1094	938	552	750	580	908	1001	630
YLR249W	65929	111144	97005	50762	70449	50979	61719	77085	49531
YLR250W	446	717	750	292	408	361	482	735	403
YLR251W	29	39	61	35	81	42	30	51	23
YLR253W	892	1568	1332	793	1204	829	1135	1340	941
YLR254C	73	88	79	62	78	40	104	60	65
YLR256W	4938	7725	7519	4047	4794	3905	10122	13327	8929
YLR257W	559	980	806	447	624	493	658	871	524
YLR258W	217	435	347	270	362	235	375	358	233
YLR259C	8108	15128	12292	6563	9832	7146	8920	10301	7093
YLR260W	549	812	644	355	530	377	368	461	297
YLR261C	245	507	435	172	363	234	318	313	165
YLR262C	300	604	502	235	411	278	361	364	225
YLR262C-A	334	560	453	307	407	311	402	491	283
YLR263W	41	107	81	35	39	41	44	72	55
YLR264C-A	0	0	0	0	1	0	0	0	0
YLR264W	1732	3407	2620	1752	2487	1748	1843	2601	1431
YLR265C	55	122	87	63	88	48	61	76	53
YLR266C	155	301	258	148	206	150	245	215	166
YLR267W	19	36	26	6	13	14	18	25	33
YLR268W	390	528	430	266	465	327	357	457	289
YLR270W	529	1074	843	409	729	422	527	564	456
YLR271W	28	52	49	50	40	40	62	57	26
YLR272C	531	848	880	479	623	491	567	643	437
YLR273C	161	273	218	118	207	137	187	186	124
YLR274W	573	1008	965	521	674	490	535	697	457
YLR275W	121	155	143	62	95	93	82	109	64
YLR276C	506	874	704	401	547	405	633	629	390
YLR277C	310	545	460	234	359	243	351	282	220
YLR278C	357	550	528	268	440	274	411	399	292
YLR281C	64	101	77	25	64	62	75	82	80
YLR283W	131	216	261	105	212	141	172	186	124
YLR284C	36	65	83	24	61	47	40	54	39
YLR285C-A	378	655	544	393	466	288	304	335	199
YLR285W	480	804	610	430	561	377	477	524	322
YLR286C	4036	5759	4501	3303	3906	2689	3065	3413	2448
YLR287C	200	467	431	255	300	240	240	344	283
YLR287C-A	4313	7889	6564	3608	4975	3550	4649	5774	3944
YLR288C	77	184	187	101	179	117	138	166	95
YLR289W	143	316	264	172	276	153	200	270	147
YLR290C	96	139	85	50	79	46	110	95	57
YLR291C	598	983	823	513	688	476	560	732	452
YLR292C	182	381	322	200	302	194	338	287	172
YLR293C	2377	4347	3698	2034	3078	2527	2820	3266	1969
YLR295C	1479	2849	2598	1409	2041	1395	2273	3222	1964
YLR297W	35	33	27	24	49	19	36	39	27
YLR298C	68	230	102	112	101	64	148	166	71
YLR299W	714	1137	975	588	1000	534	561	770	486
YLR300W	3897	7457	5981	3732	4376	3836	4020	4761	3096
YLR301W	779	1494	1162	779	851	730	904	1038	611
YLR303W	9825	17664	15079	8752	11547	8953	12193	14730	9776
YLR304C	12167	23108	19010	10469	16659	11307	14622	17299	11807
YLR305C	1105	2040	1546	882	1406	993	1282	1377	1030
YLR306W	64	152	119	73	132	41	165	119	82
YLR307C-A	5	1	0	0	1	3	13	9	3
YLR307W	13	14	14	13	4	2	7	17	9
YLR308W	0	4	0	0	0	1	0	1	0
YLR309C	577	948	857	438	718	395	679	895	493
YLR310C	1045	1635	1658	861	1403	936	1158	1407	872
YLR312C	75	164	179	62	162	100	64	88	36
YLR312W-A	500	908	763	468	627	468	539	639	442
YLR313C	150	206	243	149	246	139	170	200	110
YLR314C	1358	2554	1950	1152	1657	1103	1353	1739	1099
YLR315W	50	52	62	34	56	28	54	40	45
YLR316C	149	285	342	159	243	182	164	190	121
YLR318W	56	71	65	41	49	29	34	59	32
YLR319C	314	454	433	241	298	228	321	344	237
YLR320W	208	346	337	177	250	186	201	272	205
YLR321C	286	492	365	241	331	228	285	399	192
YLR323C	132	162	146	136	126	99	124	120	76
YLR324W	365	665	548	310	366	312	295	407	245
YLR325C	5171	10063	8309	4438	6553	5173	6311	7434	4855
YLR326W	78	193	144	63	107	104	105	128	85
YLR327C	273	601	543	411	658	468	288	332	239
YLR328W	390	678	572	304	508	314	344	489	299
YLR329W	48	39	56	8	24	14	15	39	25
YLR330W	1222	2209	1939	1085	1559	1078	1571	1696	1152
YLR332W	189	476	394	182	352	211	250	279	164
YLR333C	2116	3637	3045	1888	2576	2086	2391	2607	1750
YLR335W	197784	711159	352530	246461	326208	238653	213038	234936	159459
YLR336C	532	805	853	403	595	475	592	568	364
YLR337C	375	546	578	338	403	278	362	444	282
YLR340W	24892	41711	35932	20419	26459	19164	25149	29731	19771
YLR341W	16	2	2	0	4	0	6	1	1
YLR342W	16700	29887	24930	14233	20508	13694	16466	19186	12811
YLR342W-A	710	1279	1174	640	905	690	711	724	461
YLR343W	38	62	72	61	53	58	47	45	33
YLR344W	2454	4541	3647	2170	2755	2371	2837	3430	1920
YLR345W	390	553	508	313	547	370	516	481	371
YLR346C	8	13	11	8	2	1	13	17	17
YLR347C	1387	2214	1992	1089	1581	972	1236	1606	1098
YLR348C	276	508	481	330	479	365	456	506	364
YLR350W	287	582	431	254	359	253	298	427	208
YLR351C	726	1218	1072	630	972	716	756	758	591
YLR352W	242	477	323	191	253	225	210	336	182
YLR353W	332	372	379	214	353	230	366	519	233
YLR354C	5058	9248	7307	4387	5918	4429	6630	7229	4892
YLR355C	27840	44954	38284	21038	26931	20614	30273	37049	24791
YLR356W	96	191	108	118	138	70	142	149	84
YLR357W	411	824	761	319	662	424	462	593	354
YLR358C	0	1	3	0	0	0	1	0	8
YLR359W	3396	6156	4990	3042	4012	2802	3860	4702	2896
YLR360W	81	130	106	77	103	62	95	118	70
YLR361C	328	691	563	279	401	309	437	494	288
YLR361C-A	50	111	93	45	66	81	68	77	78
YLR362W	143	426	275	166	207	206	215	267	176
YLR363C	103	180	177	107	127	119	95	135	115
YLR363W-A	170	201	185	103	180	100	231	163	140
YLR364W	199	358	296	148	246	208	261	262	155
YLR367W	2549	4319	3760	2297	2883	2136	3338	3849	2430
YLR368W	243	417	378	155	280	196	238	344	197
YLR369W	233	554	389	235	324	241	297	324	219
YLR370C	323	561	432	274	406	290	335	483	257
YLR371W	591	1011	846	484	708	485	716	857	477
YLR372W	1447	2418	2202	1215	1667	1264	1561	1856	1267
YLR373C	546	785	764	388	670	468	501	736	441
YLR375W	264	484	408	270	335	172	244	366	330
YLR376C	12	45	58	27	33	24	29	68	32
YLR377C	13	9	24	9	11	5	20	46	12
YLR378C	2114	3870	3211	1851	2498	1734	2364	2891	1878
YLR380W	640	1117	1029	460	799	525	767	1018	591
YLR381W	173	267	271	119	193	143	241	235	112
YLR382C	780	1714	1410	720	1098	779	892	1100	750
YLR383W	393	781	674	304	542	339	493	588	373
YLR384C	2300	3916	3620	1974	2820	1912	2422	2903	1831
YLR385C	107	235	164	85	171	99	130	138	67
YLR386W	442	857	772	401	601	408	532	649	423
YLR387C	919	1482	1347	716	1029	797	792	893	593
YLR388W	1976	3015	2877	1721	2282	1790	2233	2161	1723
YLR389C	1044	1545	1531	801	1242	712	907	1137	736
YLR390W	92	208	156	90	152	120	126	150	65
YLR390W-A	1047	2096	1515	983	1199	978	1153	1482	854
YLR392C	139	241	162	92	137	107	147	163	113
YLR393W	210	366	286	199	255	222	210	243	176
YLR394W	107	261	198	135	165	139	155	153	110
YLR395C	1318	2416	2196	1264	2247	1547	1751	1832	1250
YLR396C	413	692	647	384	487	304	388	491	282
YLR397C	483	973	692	363	640	430	443	503	426
YLR398C	1274	2149	1890	994	1391	974	1323	1570	986
YLR399C	1236	2332	2181	1157	1768	1141	1431	1892	988
YLR401C	703	1162	946	535	639	481	553	699	516
YLR403W	476	851	779	446	648	431	435	698	434
YLR404W	39	148	76	43	81	102	97	116	84
YLR405W	271	463	398	281	323	264	333	348	232
YLR406C	2346	3854	3872	2054	3390	2111	2933	3748	2184
YLR406C-A	1	0	0	0	3	6	1	0	4
YLR407W	177	372	305	136	239	190	231	189	156
YLR408C	67	161	103	53	76	37	105	87	73
YLR409C	926	1754	1316	749	948	780	876	911	722
YLR410W	877	1662	1376	823	955	735	1214	1446	941
YLR411W	835	1750	1280	665	735	743	1500	2565	1791
YLR412C-A	2	2	2	0	8	0	7	1	5
YLR412W	216	329	311	188	353	156	243	252	164
YLR413W	256	472	399	176	222	164	212	247	184
YLR414C	424	698	610	370	434	275	517	603	332
YLR415C	75	131	170	101	110	57	111	107	90
YLR417W	177	414	428	186	337	221	240	347	191
YLR418C	443	683	598	303	435	368	569	597	369
YLR419W	616	1122	1004	497	757	557	684	801	551
YLR420W	462	894	692	372	451	450	615	755	518
YLR421C	430	858	649	452	532	520	554	713	413
YLR422W	1089	1645	1383	856	1305	834	1021	1305	818
YLR423C	73	122	93	37	93	52	78	72	62
YLR424W	160	189	213	116	142	134	127	153	94
YLR425W	265	461	382	250	361	282	270	356	211
YLR426W	296	516	400	235	340	190	245	330	232
YLR427W	369	605	611	288	398	284	359	457	244
YLR429W	1037	2062	1682	998	1370	966	1197	1332	876
YLR430W	1537	2706	2129	1204	1875	1159	1461	1906	1160
YLR431C	66	144	128	63	92	68	112	104	56
YLR432W	3479	6242	5363	3147	3697	2762	3223	4166	2321
YLR433C	317	564	481	274	362	250	336	429	211
YLR435W	246	492	375	244	315	191	337	334	243
YLR436C	449	758	710	465	544	445	478	576	349
YLR437C	130	253	265	129	151	157	163	184	119
YLR438C-A	317	527	477	251	374	234	326	344	285
YLR438W	77	145	67	95	100	66	126	171	61
YLR439W	739	1192	1046	627	955	584	707	942	659
YLR440C	581	891	768	499	597	512	745	865	622
YLR441C	13892	22615	20792	11413	15256	11558	15585	18096	12513
YLR442C	263	490	411	205	333	268	281	339	244
YLR443W	227	344	334	225	256	157	227	314	184
YLR445W	0	15	12	3	0	0	3	3	2
YLR446W	56	98	87	42	43	39	72	72	55
YLR447C	1642	3252	2791	1695	2163	1573	1882	2023	1419
YLR448W	5085	9542	7823	4566	6433	5058	6477	8097	5095
YLR449W	561	986	856	399	557	383	817	1036	673
YLR450W	514	911	720	460	619	383	568	700	392
YLR451W	415	629	472	250	403	298	293	446	305
YLR452C	645	1034	875	545	685	453	559	700	479
YLR453C	72	77	101	59	67	65	89	73	78
YLR454W	1397	2324	2252	1084	1880	1195	1421	1797	1068
YLR455W	219	338	298	196	238	229	223	208	112
YLR456W	44	55	53	17	31	26	31	51	29
YLR457C	33	104	79	46	46	48	51	98	49
YLR459W	291	502	425	333	315	260	336	482	251
YLR460C	140	263	182	142	168	123	89	120	57
YLR461W	33	38	39	9	25	22	16	9	18
YLR462W	109	255	183	116	157	136	102	161	101
YLR464W	213	324	298	136	263	173	219	294	185
YLR466W	612	979	861	678	900	604	716	1073	585
YLR467W	772	1279	1056	831	1112	728	984	1367	741
YML001W	549	926	759	491	618	577	572	689	385
YML002W	58	97	90	61	103	49	70	98	46
YML003W	59	110	72	46	68	55	66	75	42
YML004C	1246	1798	1819	953	1368	878	946	1202	768
YML005W	178	235	172	145	125	130	104	205	95
YML006C	189	462	339	212	335	215	269	328	174
YML007C-A	112	211	216	95	171	112	120	203	68
YML007W	1059	1894	1471	818	1279	903	1055	1229	705
YML008C	4184	7416	6190	3675	5121	3312	4460	5313	3427
YML009C	322	550	483	364	518	379	505	525	299
YML010W	1424	2490	2390	1195	1679	1305	1497	1794	1146
YML011C	90	230	184	104	126	92	109	148	106
YML012W	1369	2308	2147	1229	1872	1242	1581	1961	1269
YML013W	587	989	921	470	656	474	674	776	453
YML014W	266	492	431	195	389	269	321	344	241
YML015C	111	226	169	102	167	135	156	126	105
YML016C	390	622	517	346	483	316	344	418	269
YML017W	733	1166	909	486	808	486	665	770	557
YML018C	611	1091	984	508	686	498	743	827	497
YML019W	163	293	258	167	231	173	211	242	111
YML020W	130	360	235	135	162	134	188	169	130
YML021C	181	399	330	181	227	143	164	222	148
YML022W	544	917	753	434	612	449	613	588	421
YML023C	117	268	222	123	164	133	174	135	135
YML024W	8952	15677	12464	7752	9711	8230	9677	11665	7599
YML025C	469	900	711	401	518	412	533	582	429
YML026C	5206	9618	8149	5003	6211	5245	6550	8163	4808
YML027W	114	195	130	85	150	104	112	142	79
YML028W	4829	8826	7856	4286	6491	4489	5958	6771	4434
YML029W	412	697	605	335	562	312	447	514	395
YML030W	387	641	616	353	518	294	449	535	323
YML031W	557	1105	876	432	741	439	619	706	411
YML032C	478	861	733	459	589	411	460	519	348
YML034W	686	1225	931	489	956	550	757	895	565
YML035C	809	1390	1180	637	868	600	881	938	659
YML036W	105	199	153	78	118	113	167	114	103
YML037C	95	176	136	94	75	83	112	111	68
YML038C	385	787	553	314	343	331	490	463	339
YML041C	110	119	89	56	80	49	89	68	54
YML042W	49	121	105	61	101	86	101	82	63
YML043C	255	559	370	294	468	293	402	337	301
YML046W	327	487	433	215	318	260	293	351	223
YML047C	0	2	0	0	0	0	0	0	0
YML048W	1222	2581	1932	1185	1699	1367	1328	1635	1026
YML049C	958	1702	1539	710	1236	917	876	1070	785
YML050W	85	183	98	74	115	50	106	82	51
YML051W	259	436	372	265	325	244	323	418	291
YML052W	934	1505	1307	715	1014	794	780	984	558
YML053C	50	110	121	80	131	84	73	90	56
YML054C	1073	2191	1835	1116	1934	1289	1193	1519	1086
YML054C-A	2	1	0	7	0	0	0	0	0
YML055W	175	340	280	153	217	205	252	251	172
YML056C	1440	2310	2017	1213	1434	1232	1601	1782	1227
YML057W	575	1257	1091	551	928	708	694	888	560
YML058W	914	1521	1347	749	1042	748	1070	1342	721
YML058W-A	0	4	1	3	0	4	7	1	4
YML059C	1104	1768	1518	747	1226	821	1095	1099	633
YML060W	188	288	285	114	196	121	222	217	174
YML061C	282	582	450	260	308	254	282	411	307
YML062C	220	311	283	175	223	140	221	256	192
YML063W	10650	20349	16788	10383	12635	10320	13028	14254	10269
YML064C	162	324	249	145	192	161	162	193	124
YML065W	454	837	777	382	550	468	485	633	291
YML066C	14	42	61	8	40	10	34	28	22
YML067C	306	504	440	203	331	201	285	314	217
YML068W	175	207	172	122	140	128	145	181	91
YML069W	809	1389	1276	627	910	782	868	1020	670
YML070W	889	1478	1431	750	1006	608	901	994	664
YML071C	276	484	357	192	363	194	289	355	230
YML072C	3054	5439	4619	2627	3681	2545	3756	4200	2581
YML073C	4800	9896	7615	4760	6241	5171	5691	7565	4652
YML074C	895	1677	1441	728	1099	804	1552	1717	1108
YML075C	2176	3700	3262	1825	2469	1630	2417	2960	1866
YML076C	196	346	336	220	220	176	208	262	157
YML077W	119	244	196	136	178	147	153	181	101
YML078W	1110	2433	2066	1243	1447	1234	1369	1414	921
YML079W	391	755	599	381	460	358	421	565	401
YML080W	416	752	608	347	482	414	367	417	373
YML081C-A	883	1843	1376	902	1382	1124	1000	1558	883
YML081W	861	1437	1200	648	982	691	833	940	629
YML082W	380	652	490	314	397	281	371	413	248
YML083C	0	8	0	0	1	0	1	0	0
YML085C	2186	3972	3349	1955	2490	1853	2362	2943	1734
YML086C	787	1462	1158	725	979	660	734	918	598
YML087C	144	217	213	104	190	141	99	126	90
YML088W	561	907	706	435	571	384	515	533	279
YML091C	2393	4198	3951	2068	3667	1993	2509	3122	1998
