ORF,WT_Ribo,WT_RNA,elp3_Ribo,elp3_RNA,ncs2_Ribo,ncs2_RNA,ncs6_Ribo,ncs6_RNA,uba4_Ribo,uba4_RNA
YMR091C,2601,1818,1707,408,1442,513,3145,2038,3271,2018
YER012W,3332,1582,2067,299,1775,341,4025,1860,4428,2030
YHR098C,3674,1166,1854,447,1503,453,3530,1122,4029,1134
YDL135C,2665,1322,1152,194,1037,211,2178,1165,2472,1155
YCR093W,4175,1176,1630,471,1522,441,4005,1167,4578,1261
YGR273C,0,12,5,2,2,3,6,8,10,5
YPR108W-A,2,63,1,33,5,31,0,106,0,106
YBR069C,3298,2145,1804,1247,1463,1211,3818,2600,4397,2645
YGL040C,2755,2469,1420,842,1216,821,2653,2561,2953,2590
YCR104W,1,4,0,2,0,2,0,2,0,2
YDR512C,821,733,511,253,393,251,789,827,883,885
YGR255C,874,913,367,241,325,254,741,932,848,925
YDL051W,4328,2781,1857,691,1575,649,3362,2607,3799,2864
YBL102W,887,1272,489,502,426,445,1052,1337,1113,1329
YPL237W,8928,6722,4032,1410,3581,1530,7635,6825,8158,7177
YLR120C,1794,588,859,318,729,292,1708,639,1761,711
YCL001W-B,3,11,1,3,0,3,0,6,3,8
YCL001W-A,3,12,3,5,0,8,4,8,5,12
YNL068C,1143,734,390,192,330,201,781,708,924,686
YBL002W,12183,4990,5185,918,4283,930,9640,4242,10375,4404
YDR146C,2181,874,876,247,749,282,1777,829,1963,803
YBR112C,3004,1215,1056,324,993,330,2296,1112,2657,1224
YBL081W,698,276,279,82,226,90,622,303,749,330
YFL040W,3,19,3,2,3,4,4,13,6,15
YNL326C,266,536,170,211,138,227,264,582,279,553
YDR337W,1172,1164,488,319,412,377,760,994,924,1109
YJL061W,1293,912,556,350,480,359,1195,818,1518,763
YPR147C,833,905,337,387,276,377,674,731,751,689
YDR441C,585,289,221,87,194,70,407,208,467,260
YPL094C,2342,1800,842,285,696,337,1648,1815,1797,1926
YOR101W,1242,792,682,186,626,209,1287,802,1603,874
YDR231C,366,524,177,166,180,148,401,597,433,594
YJL112W,618,1186,244,415,248,455,635,1193,721,1294
YFL066C,0,0,0,0,0,0,0,3,0,3
YNL193W,569,469,282,135,215,129,511,500,588,484
YML058W,7548,1335,3033,501,2882,584,6606,1492,6923,1593
YBR188C,480,466,209,103,136,104,288,451,420,476
YER034W,407,248,209,53,167,82,406,274,445,381
YJR076C,2050,1456,1271,391,947,401,2104,1510,2522,1633
YKL157W,6513,1878,2015,651,1582,705,4218,1406,4885,1496
YBR003W,824,580,326,146,297,167,843,552,1008,592
YPR129W,3553,823,1540,219,1326,259,2858,884,3215,1027
YDL113C,544,657,288,348,224,384,520,752,580,727
YMR135C,390,1123,304,302,238,317,549,1183,609,1172
YPL005W,143,445,58,173,53,189,143,471,166,480
YBR247C,1869,1184,889,266,788,310,1941,1347,2116,1495
YLR185W,19058,11819,7271,1133,6281,1136,14966,10751,16278,11425
YJL210W,296,593,134,165,113,153,226,607,242,700
YLR398C,2528,1304,1307,334,1041,370,2575,1308,3163,1390
YIL154C,793,1033,553,304,485,391,971,1151,1140,1308
YIL101C,185,117,93,56,94,50,323,201,337,190
YKL004W,1209,835,519,376,466,322,1213,817,1368,921
YLR157C,0,0,0,0,0,0,0,0,0,0
YPL154C,9840,2813,4879,878,4522,1069,11060,3664,11932,3913
YPL101W,1013,670,505,233,503,235,1090,688,1248,712
YLR258W,2225,1890,1245,1112,1318,1236,2815,2337,3238,2371
YJR098C,234,248,105,76,75,75,173,240,216,262
YHR176W,92,224,44,64,38,33,77,225,81,231
YDL211C,205,213,74,78,47,82,142,199,173,222
YDL244W,2,2,4,1,2,0,6,5,3,6
YDR319C,273,562,103,206,111,242,278,598,290,584
YKL095W,348,195,129,41,113,50,278,160,317,162
YIL094C,4026,2648,1614,763,1679,869,3846,2274,4460,2371
YLR451W,451,727,211,199,217,200,438,671,515,705
YFR017C,188,136,67,28,73,38,138,124,197,146
YLR342W-A,1,355,0,147,0,108,1,507,1,548
YIL076W,3536,2685,1645,921,1488,978,3246,2234,3852,2379
YOL044W,373,339,149,141,91,133,293,378,314,335
YLR323C,318,375,163,138,138,165,297,378,306,410
YOR085W,2333,561,940,230,890,250,2338,586,2781,695
YGL067W,1084,856,535,196,470,221,1113,913,1360,958
YNL087W,2224,2048,714,723,630,746,1911,1796,2288,1917
YLR318W,67,372,39,154,34,135,85,359,89,426
YBR278W,398,779,221,204,167,212,416,768,426,873
YNL024C-A,1009,880,586,351,499,286,983,845,955,809
YDR296W,854,1250,353,187,332,177,711,1231,879,1324
YGL232W,1669,1221,560,260,503,289,1081,1140,1263,1123
YPR091C,1045,706,344,182,294,200,857,772,1068,811
YGR141W,510,833,175,384,185,404,496,794,562,816
YJR158W,0,0,0,0,0,0,0,0,1,0
YHR137W,2405,3287,4109,1729,3023,1758,5171,4406,6830,4242
YBR187W,2393,3216,1389,1261,1247,1107,2553,3004,2808,3185
YMR198W,420,667,155,210,154,236,305,524,400,554
YCR003W,842,987,276,361,278,364,663,914,758,888
YDR342C,122,112,42,27,49,44,131,187,202,143
YMR163C,226,364,104,91,95,82,245,375,286,351
YGR294W,0,2,0,1,0,1,0,2,0,3
YLL067C,0,0,0,0,0,0,0,0,0,0
YHR086W-A,0,0,0,0,0,0,0,1,0,1
YBR020W,0,125,0,24,4,16,1,106,5,141
YLR418C,1686,1304,619,523,535,548,1149,1241,1248,1180
YER059W,825,724,419,198,338,222,709,791,741,653
YNL076W,613,682,215,158,230,169,611,742,731,748
YBL025W,321,418,123,91,139,129,260,402,331,395
YOL066C,634,1059,287,317,238,338,592,1092,614,1214
YDR126W,98,123,31,37,27,37,87,97,91,111
YPL216W,166,472,97,198,65,189,155,423,198,393
YOR223W,448,642,326,237,279,256,490,702,560,713
YEL022W,1902,1704,786,539,739,619,1888,1529,2152,1589
YHR072W,1030,1621,416,453,365,466,917,1598,1038,1706
YOL019W,907,353,301,130,275,132,765,348,849,376
YJL190C,46380,14581,19817,5433,16279,5006,35853,12069,38526,11685
YMR218C,521,960,257,482,225,487,628,915,787,853
YNL265C,814,780,380,202,373,242,770,741,909,791
YNL230C,120,246,58,76,51,75,124,267,128,248
YLL049W,227,586,140,139,114,184,210,516,209,531
YHR211W,4,78,3,28,1,33,2,94,1,104
YPR166C,1382,756,617,190,491,211,1057,706,1203,624
YJL042W,1762,689,743,279,597,273,1392,680,1568,686
YNL301C,4757,2810,1577,544,1389,537,3248,2056,3242,2361
YMR058W,6179,1353,3746,597,3691,699,9749,1587,8901,2189
YDR061W,849,1578,290,647,324,698,813,1412,843,1544
YJR112W-A,152,671,79,158,53,149,92,647,136,725
YOR290C,2019,1294,698,350,717,381,1734,1489,2104,1589
YKL114C,1454,1406,806,513,710,573,1522,1543,1762,1720
YML024W,30174,15639,14270,5470,11944,5534,27022,14216,29995,14735
YML093W,2901,2046,1376,467,1138,549,2605,2383,2951,2623
YHR197W,1033,1014,414,324,382,403,1049,1017,1205,1090
YDR276C,7286,1782,3298,588,2903,595,6398,1825,6375,1988
YLR200W,1473,1023,733,212,738,285,1357,1227,1704,1176
YKR003W,1103,816,454,224,360,226,829,619,1004,594
YLR107W,393,967,226,457,200,457,499,987,525,996
YMR321C,1,2,1,1,0,0,0,0,0,1
YER175C,327,332,118,83,103,87,225,284,229,285
YKL135C,1211,1156,611,459,537,556,1293,1235,1489,1352
YDL183C,170,245,59,55,56,67,136,196,164,220
YPL278C,0,6,0,0,0,2,0,1,0,1
Q0075,9,369,4,231,2,221,8,423,8,361
YMR118C,5,16,5,10,3,3,2,9,4,10
YCL049C,359,420,263,201,165,134,337,404,385,409
YBL066C,244,159,115,87,110,75,273,173,334,163
YGR196C,1214,1010,640,389,626,463,1201,968,1335,1043
YGR271C-A,969,1520,512,508,441,578,928,1665,1059,1695
YDR169C,956,334,446,94,600,124,911,339,909,358
YLR410W-B,0,25,1,14,0,13,0,45,0,49
YLR410W-A,0,0,0,0,0,0,0,0,0,0
YMR272C,3253,1388,1750,503,1380,417,2990,1343,3235,1476
YPR108W,4093,2769,1794,1277,1775,1395,3783,2899,4259,2966
YKL054C,13208,2155,5244,523,4368,613,10247,1972,12084,2153
YGR162W,12148,3213,5032,1039,4491,1078,11029,2994,11878,3170
YDL165W,1169,859,605,287,585,328,1261,933,1265,1058
YDR032C,6292,3382,3414,985,2841,908,6004,3619,6424,3956
YKL023W,556,600,225,103,187,107,450,622,467,753
YJR051W,1032,1020,398,271,347,312,838,849,1006,968
YNL009W,96,157,36,72,42,71,79,182,99,155
YFL034W,716,916,368,269,278,269,637,958,750,1000
YJR135C,160,407,67,143,64,128,146,377,119,328
YLR375W,614,902,299,313,247,342,535,908,617,1011
YMR076C,1702,739,788,174,683,208,1620,692,1848,785
YGR205W,1214,515,514,178,514,173,982,387,1078,378
YDL095W,5382,2936,2206,991,1915,1000,4467,2660,5211,2842
YNL027W,1167,696,471,249,381,276,958,717,1067,740
YLR291C,1961,1318,925,361,782,367,1783,1217,2089,1250
YDR210W,2179,1315,1305,537,1108,487,2140,1281,2333,1321
YIL122W,171,244,83,79,72,89,167,297,160,288
YDL230W,432,646,232,223,191,234,456,643,491,653
YJR113C,1008,1398,409,326,381,361,867,1356,943,1479
YGR024C,621,1716,261,762,233,775,570,1569,546,1517
YIR026C,1096,810,493,251,443,259,974,877,1081,942
YIL156W-B,967,699,495,185,487,191,925,807,989,880
YGR097W,706,469,309,161,257,185,744,407,821,450
YIL068C,697,1156,455,264,325,287,825,1234,1014,1262
YCL025C,705,641,506,286,369,273,743,786,896,863
YNR034W,709,247,324,61,310,81,637,239,637,255
YNL282W,303,407,163,131,128,120,300,408,306,454
YBR286W,18461,5631,7517,1203,6966,1383,19730,6702,22322,7434
YGL144C,167,566,91,152,76,139,176,556,221,606
YDR190C,4641,3068,2216,1213,1967,1287,4364,3204,4856,3395
YAL031C,359,347,142,119,149,150,343,339,401,364
YBL006C,807,1942,340,751,311,761,662,1824,694,2003
YGR108W,1496,2556,630,646,538,728,1179,1742,1281,1805
YBR264C,538,810,195,146,253,178,491,879,541,974
YBR231C,433,799,280,150,226,204,502,981,528,1116
YLR162W-A,0,49,0,17,0,10,0,44,0,59
YHR076W,1215,1270,699,485,590,529,1362,1306,1467,1423
YDR462W,860,679,296,136,286,158,647,676,768,778
YJL148W,2115,2363,1042,585,851,671,2162,2401,2421,2596
YIL057C,3,5,0,2,2,0,1,6,3,10
YPL055C,801,690,312,102,281,107,682,639,806,658
YLR353W,277,534,142,118,110,134,272,562,308,537
YIL148W,18848,13104,8555,3057,7483,3047,16164,12153,18373,12197
YNR016C,35043,7202,13911,2726,10823,2649,29912,6609,31341,7307
YFR036W,290,100,149,25,126,21,293,104,332,136
YHR114W,1111,682,581,210,487,207,1063,750,1301,821
YGR028W,407,950,201,474,158,500,383,806,445,850
YER150W,336,240,101,85,110,118,395,314,408,380
YNL279W,70,183,32,37,55,61,122,247,167,245
YCL034W,1431,2484,661,820,743,924,1672,2696,1909,2948
YLR156C-A,0,0,0,0,0,0,0,0,0,0
YOL027C,2450,1384,994,249,1042,301,2633,1476,2786,1624
YPL257W,160,203,61,65,55,65,118,178,160,171
YPL120W,486,354,144,83,187,104,352,309,419,314
YOL145C,2051,1876,878,694,914,729,2124,1920,2586,1777
YJL099W,504,756,290,300,245,341,582,851,678,794
YDR034W-B,35,16,18,9,15,15,35,23,26,27
YDR395W,4122,1933,2513,655,1928,674,4513,2071,5266,2184
YOL110W,138,483,86,132,54,99,124,442,142,549
YDR005C,777,656,309,217,292,272,647,629,748,634
YMR311C,2264,1511,980,402,869,479,1803,1652,2207,1671
YBL039C,7933,2938,3331,1218,2752,1131,6741,2675,7335,2888
YGR188C,241,454,130,194,93,220,233,504,276,479
YOR362C,3995,2616,2695,985,2477,1206,5465,3627,6112,3872
YLR126C,408,685,204,179,164,156,365,669,418,777
YDL053C,1470,845,514,177,518,217,1021,788,1237,800
YML074C,8277,3925,2732,515,2252,626,5273,3367,6309,3793
YKR062W,1439,903,787,203,691,247,1486,900,1550,847
YBR235W,540,492,196,166,173,183,491,424,519,472
YER010C,613,548,378,180,363,198,784,563,869,564
YML003W,97,46,37,26,40,41,110,46,132,54
YMR097C,347,703,141,154,141,204,326,642,376,691
YDL133W,415,1013,165,410,145,453,346,1034,409,1112
YDR158W,13649,4978,8131,2067,6098,1949,13636,4713,14656,4982
YHR096C,25,30,7,17,13,17,25,34,26,42
YGL249W,32,84,13,18,11,27,30,59,36,50
YMR253C,385,533,153,156,147,171,385,424,368,465
YCR102C,8,28,13,9,8,7,9,57,12,49
YJL127C-B,308,515,223,272,140,184,272,434,291,414
YOR257W,695,963,433,188,321,254,732,1091,725,1176
YGR002C,689,407,307,155,249,169,626,480,676,461
YEL041W,123,243,95,97,43,81,116,204,126,175
YGR075C,210,278,98,126,79,135,190,288,218,259
YGR253C,4328,3912,2409,1081,2209,1223,4742,4831,5201,5109
YDR510W,5765,2318,2563,300,2157,306,4660,2225,4883,2239
Q0115,18,449,9,325,8,277,7,677,14,631
YPR045C,1246,1187,654,469,572,523,1261,1257,1418,1175
YPR010C,8886,3291,4491,1208,3965,1185,9836,3477,10971,3879
YPL231W,41498,5607,17027,2068,13517,2256,37411,5611,40245,6641
YLR148W,896,808,445,386,408,452,917,826,1169,794
YMR137C,269,439,115,113,98,126,232,466,266,481
YDL082W,21395,8944,8655,1128,7305,1179,16086,7404,16447,7897
YKL155C,547,709,252,182,218,192,458,726,613,676
YBR162W-A,2170,1996,1211,529,1050,617,1897,2208,2161,2405
YFL042C,625,458,335,124,278,111,563,479,683,479
YDR148C,3890,749,1896,233,1662,279,3736,760,4077,764
YPL096W,557,924,312,218,265,244,572,1008,683,1036
YDR335W,1774,1910,1067,680,847,717,1980,2012,2450,2103
YPR141C,620,724,278,238,235,283,529,702,592,700
YMR039C,1680,1552,871,316,808,404,1536,1620,1963,1654
YOR107W,31,256,19,84,19,64,19,341,30,349
YPL078C,4038,2462,1979,691,1838,742,4378,2900,4644,2944
YCR095C,401,1022,204,505,167,553,376,1129,486,1041
YLL011W,1383,1362,610,438,508,520,1295,1502,1497,1658
YCR077C,3909,1035,1490,393,1397,394,3196,1076,3332,1093
YLR437C,811,451,340,90,254,105,598,399,696,418
YFL064C,0,0,0,1,0,0,0,2,1,0
YNL191W,586,389,297,90,260,89,605,371,618,402
YDR237W,981,559,349,192,299,203,738,456,765,500
YJL110C,934,681,421,221,399,209,908,839,1037,844
YKR048C,5348,3738,3556,1027,3085,1192,6686,4243,7455,4914
YBR001C,983,1061,530,325,425,335,1109,1188,1284,1183
YPL003W,267,1071,159,460,124,439,285,1102,351,1123
YKL108W,426,493,163,121,143,131,334,442,410,513
YJR094C,243,59,120,32,74,35,219,83,265,65
YJR074W,869,674,488,237,435,228,815,676,914,710
YPR127W,548,809,401,246,394,303,728,1067,903,981
YIR028W,32,44,16,18,4,10,27,49,31,53
YAL012W,16174,2081,7135,569,5994,550,13950,2332,15586,2613
YMR288W,680,469,384,151,292,176,701,510,827,566
YIL156W,346,375,148,133,153,141,341,411,417,369
YBR241C,344,246,240,92,185,93,401,318,514,372
YKL006W,17883,8955,9152,1079,7971,1143,15273,8012,16316,9015
YPL156C,244,254,55,59,69,71,219,245,256,257
YNL312W,1864,1315,1168,346,917,407,2086,1500,2286,1503
YLR187W,1043,289,507,90,454,114,1126,345,1291,350
YDR099W,12873,1424,5144,520,4935,614,10583,1443,11649,1487
YKL133C,78,320,32,90,32,101,76,361,99,337
YKL188C,47,295,18,104,16,122,24,278,51,292
YHR170W,2875,2400,1457,725,1099,727,2859,2291,3052,2398
YDR259C,98,118,28,29,30,31,56,119,65,83
YKL068W,2315,896,895,320,718,367,1848,891,1957,887
YGR098C,464,628,164,281,137,262,386,533,433,556
YKL093W,48,43,7,16,5,13,22,32,22,38
YMR002W,4988,1390,2888,664,2599,729,6230,1891,6534,1968
YDL246C,0,0,0,0,0,0,1,0,0,0
YER081W,272,1061,360,380,560,395,1055,1312,1296,1319
YPL178W,1733,1747,752,399,603,341,1326,1616,1460,1784
YPR202W,0,2,0,1,0,2,1,1,0,1
YNR075W,132,145,52,59,51,46,109,119,133,119
YFR011C,988,612,662,268,602,224,1251,678,1421,638
YIL074C,2728,1137,1244,330,1150,313,2594,1006,2879,1045
YHL008C,251,553,99,160,106,156,235,511,307,595
YLR457C,199,333,103,101,69,119,189,313,180,344
YNL249C,158,494,87,235,72,259,182,437,191,422
YGR056W,1024,540,448,182,338,182,988,576,1006,645
YGL065C,1105,494,507,154,397,165,1144,579,1247,550
YOR052C,2046,922,1034,376,1245,518,2448,1324,2919,1379
YGR116W,8003,3693,3516,1014,2715,1199,6792,3731,7634,3883
YGL230C,26,19,26,6,14,8,36,23,32,19
YOL159C,341,455,155,118,150,105,283,399,341,444
YBR185C,708,479,332,220,278,208,639,398,730,433
YBR129C,573,1116,231,501,216,499,517,974,545,984
YDR019C,2866,4060,1888,1342,1415,1384,4038,3398,4272,3729
YBR150C,314,220,113,86,114,87,259,184,288,192
YER119C,673,513,415,193,294,206,711,581,779,565
YMR196W,901,747,609,228,432,260,1159,926,1332,886
YMR161W,1187,602,520,220,430,216,1048,491,1141,531
YDR499W,254,620,149,248,96,243,246,607,317,619
R0010W,547,1352,225,325,403,973,383,611,322,946
YJL133C-A,1068,880,210,160,269,188,774,824,731,1059
YCR054C,515,476,243,172,246,210,529,526,644,564
YDL215C,1143,1437,536,628,389,635,1047,1313,1170,1274
YLL061W,377,315,140,88,135,68,346,336,357,335
YDR110W,579,1047,284,497,215,530,570,970,624,998
YDR419W,241,558,117,236,102,285,195,506,239,519
YOR221C,1046,488,604,150,528,226,1184,529,1483,521
YPL214C,276,656,158,310,152,293,337,712,437,782
YBL108C-A,0,0,0,0,0,0,0,0,0,0
YOL064C,2230,1711,1172,655,976,632,1973,1572,2167,1605
YBL023C,1375,644,615,313,497,326,1090,615,1174,627
YOR274W,430,786,167,266,135,297,347,747,435,734
YHR213W,0,0,0,0,0,0,0,0,0,0
YOR329C,1018,487,551,193,418,228,1066,562,1180,554
YLR005W,879,713,473,350,378,319,862,667,858,719
YDR124W,47,116,16,34,18,28,53,119,47,141
YNL267W,1007,1231,442,320,415,425,1105,1214,1201,1278
YLR461W,0,1,0,0,0,3,0,0,1,2
YLR050C,589,483,244,99,202,109,460,429,529,466
YNL307C,3580,630,1421,256,1250,261,2916,587,3350,583
YDR067C,461,709,208,208,170,222,410,609,449,585
YOR296W,450,527,186,156,154,154,395,479,471,466
YJL044C,705,1083,353,284,271,269,707,960,770,1052
YPR164W,676,478,312,181,284,216,662,475,771,428
YEL060C,2940,628,2167,322,1702,405,4063,790,4511,914
YHR195W,393,1458,215,617,186,595,390,1484,501,1401
YML026C,21153,12770,8064,4606,6958,4725,16124,11081,17485,11398
YPR066W,149,174,69,46,66,71,148,120,130,162
YDR229W,703,1321,343,412,290,416,592,1348,729,1444
YDL181W,829,364,671,81,463,82,939,594,1204,583
YBR022W,559,519,383,182,289,200,560,467,668,460
YER177W,25328,13267,11085,2572,9916,2729,21764,12400,23222,13206
YML048W,2896,1132,1337,323,1124,371,2873,1176,3371,1219
YBL064C,1711,946,995,233,922,263,1917,1132,2191,1050
YHR006W,1111,1073,560,278,480,331,1115,1119,1160,1148
YKL221W,3,24,2,10,2,7,4,22,1,28
YGL126W,367,1543,228,631,177,585,397,1423,488,1680
YLR167W,72845,80991,29033,28067,25084,28238,54345,72661,58384,73838
YMR270C,308,991,157,462,118,506,268,897,303,949
YLR293C,24803,7059,11151,1028,9798,1200,21853,6587,24902,7147
YLR228C,453,380,202,156,195,156,472,384,476,364
YJR053W,337,128,147,45,142,69,332,116,333,122
YJL171C,2226,874,1463,402,1077,418,2309,902,2552,897
YDR374C,17,26,13,12,14,8,30,33,17,26
YKL021C,1510,1647,778,575,706,616,1800,1868,2000,1960
YDL167C,1224,1187,494,418,413,435,1234,1238,1305,1303
YLR388W,14780,8738,5699,1294,4923,1447,12028,8267,13196,8959
YLR373C,776,353,410,142,318,145,732,429,811,338
YKR001C,9341,1879,4235,535,3336,598,7209,1578,7861,1568
YKR054C,454,1057,232,405,191,416,464,1210,586,1216
YIR034C,1334,384,1366,185,1351,245,2529,585,2872,592
YGL013C,836,422,443,160,373,191,892,459,946,527
YJR068W,1324,1359,648,588,615,614,1190,1323,1378,1322
YGR207C,2350,1589,1250,267,1126,273,2529,1667,2857,1704
YDR212W,7469,3441,4673,1595,4014,1658,8860,3752,9571,3813
YDR321W,5602,2335,2824,644,2206,565,5011,2240,5573,2472
YLR456W,192,391,97,163,77,156,181,357,185,354
YNL052W,2450,826,1546,290,1319,279,2797,1044,2766,1127
YDR514C,548,598,284,198,239,194,518,629,595,668
YNL025C,172,226,76,100,61,97,136,246,174,222
YGR121W-A,3,67,0,23,5,6,4,47,3,46
YGR091W,362,432,148,131,151,137,332,499,412,489
YDL232W,1052,163,434,75,392,48,898,171,951,231
YPL119C,189,85,99,29,88,29,207,81,224,101
YLR242C,237,644,121,228,100,265,211,574,213,622
YJR148W,11738,7353,3593,1219,3362,1481,6718,4493,7737,4704
YMR195W,1831,1850,657,416,582,488,1530,1341,1632,1517
YOL087C,758,967,339,323,285,383,705,893,723,945
YNL134C,2279,1386,1682,524,1729,686,2916,2337,3412,2177
YAL037W,35,249,5,132,6,125,34,218,29,202
YGL146C,19,79,13,21,14,20,24,89,29,91
YCR051W,1526,1754,663,208,549,267,1291,1673,1398,1975
YBR262C,538,848,324,276,248,249,512,1078,589,1071
YPL199C,2552,1927,695,280,563,346,1425,1612,1378,1714
YFL036W,1619,744,711,248,555,258,1359,668,1531,652
YJR133W,1095,744,551,167,473,152,922,724,1151,741
YIL051C,21048,6225,8002,1082,7435,1239,16720,5351,17724,5466
YPL057C,806,321,278,96,214,95,485,256,564,244
YNR010W,491,249,189,82,180,80,463,247,508,249
YDR365C,1907,3688,1243,605,887,775,2289,3158,2560,3270
YLR308W,1,5,0,3,1,3,1,2,2,5
YNL169C,852,1127,296,207,283,229,779,1110,897,1116
YFR034C,1055,598,376,153,303,158,739,494,788,635
YHR070W,1110,621,534,224,465,225,1228,662,1332,752
YDR460W,532,841,249,160,220,197,512,894,519,903
YNL112W,8016,3179,3734,522,3139,534,8156,3177,8573,3749
YHL047C,243,680,21,196,46,216,129,529,96,692
YOR360C,983,972,432,427,368,450,879,884,1057,898
YOR335C,23553,4595,11360,1237,10966,1521,25733,4804,26862,5022
YGL251C,56,282,27,79,21,58,37,158,55,141
YER156C,3527,1793,1843,288,1531,311,3488,1762,3868,1911
YPL255W,296,596,132,172,108,195,264,543,311,584
YOR095C,2140,2372,832,771,933,783,2137,2080,2164,2277
YEL038W,1141,1162,798,380,570,384,1261,1367,1344,1428
YCL014W,1704,693,822,192,646,182,1602,712,1779,760
YOL025W,326,213,170,71,117,66,297,233,368,177
YPL208W,857,1078,488,405,403,437,877,1068,1014,1062
YOL147C,570,212,420,99,369,85,823,262,931,285
YNL280C,1548,1350,629,365,608,422,1523,1558,1715,1642
YDR007W,668,1226,443,537,304,499,595,1321,656,1423
YIL160C,4,20,3,14,11,12,21,33,14,32
YPR089W,1213,717,499,233,506,249,1254,685,1373,787
YBR233W,714,350,253,80,233,113,497,359,508,334
YPL122C,647,607,346,257,291,217,632,626,813,662
YDL086W,1963,1280,1175,324,972,292,1986,1409,2119,1480
YMR313C,511,507,252,197,237,204,592,503,743,532
YGL179C,198,415,89,125,75,139,169,484,212,540
YGR120C,369,356,159,108,124,133,289,320,350,378
YML001W,3769,3013,2267,1478,1912,1562,4081,3430,4474,3367
YLL028W,1331,679,906,270,707,357,1329,846,1670,811
YER016W,1057,1571,560,585,583,673,1111,1639,1316,1647
YDR386W,292,582,161,215,112,208,264,590,310,528
YNL211C,124,184,60,59,39,58,69,149,84,144
YML058W-A,250,42,74,3,40,8,104,37,140,46
YLR026C,1453,675,581,182,515,214,1168,673,1255,705
YKR051W,220,544,112,215,94,221,247,525,280,513
YHR094C,2126,978,830,331,563,240,1221,782,1390,793
YMR095C,4,14,3,0,3,1,3,7,6,5
YER138C,0,0,0,0,0,0,0,0,0,0
YDL033C,135,214,60,79,45,78,107,166,134,197
YMR255W,809,889,321,156,314,201,600,926,779,996
YHR209W,115,278,97,94,67,75,147,296,171,280
YGL247W,206,641,107,206,70,213,202,565,199,585
YCR100C,0,111,1,42,0,52,2,127,2,122
YDR516C,2450,1508,891,484,923,513,2118,1389,2349,1297
Q0130,16,2049,4,879,4,815,11,2272,15,2423
YPL233W,463,377,209,99,152,124,418,302,419,327
YOR255W,2,16,0,6,1,2,2,9,2,13
YOR063W,144919,63293,60024,16128,51377,16236,113306,58794,120825,61972
YGR251W,631,767,290,138,262,154,557,815,605,895
YPR047W,406,506,115,140,126,163,244,395,300,344
YDR246W-A,9,8,3,5,1,2,7,9,13,5
YDR044W,2140,798,669,284,680,305,1453,787,1728,918
YEL016C,168,1024,62,280,52,276,137,964,155,972
YOL128C,206,788,90,419,83,362,186,771,234,830
YMR139W,794,608,445,195,344,189,756,626,887,566
YDL080C,281,877,118,263,106,255,263,846,318,790
YOR172W,132,494,64,228,91,188,146,532,151,535
YDR017C,1399,1412,569,562,457,620,1175,1367,1296,1458
YPR143W,1175,1701,509,369,454,414,982,1851,1187,2033
YNL322C,3209,1489,1606,529,1417,519,3165,1484,3501,1785
YPL090C,8292,5260,3999,2021,3382,2161,7346,4817,7896,4983
YPR078C,41,68,16,23,11,23,34,198,51,87
YBL058W,4764,2060,3024,544,2820,603,5896,2601,6421,2705
YFL062W,0,2,2,1,1,2,3,1,1,0
YNL197C,1980,359,752,142,576,179,1605,292,1765,348
